pid|size|group4|group5
18695|39 - 42|1|2
18688|40|4|1
17861|44|1|2
17861|43 1/3|1|5
22581|42|1|2
21973|164/176|4|5
21900|42,5|4|1
13003|43|1|5
16302|L|1|5
10886|L|1|2
21227|XL|1|2
10169|5 ( 46-48 )|1|2
17376|42,5|1|2
14248|44,5|1|5
15482|140|4|5
15697|140|4|1
14228|2XL|3|2
18155|38,5|1|5
12698|42,5|3|3
11371|3 ( 39-42 )|3|3
13532|M|1|2
11779|M|3|3
12771|M|4|5
17403|2XL|1|5
17525|S|3|3
19851|S|1|5
11761|37|4|1
13235|40,5|4|1
11581|128|1|5
13455|45|1|5
11317|XL|3|2
20579|XL|1|2
18472|L|1|2
22585|L|2|4
14067|43 - 46|1|2
16287|44,5|4|1
19695|M ( 38-42 )|1|5
16396|M|4|5
22354|46|4|1
12756|M|1|5
12512|S|1|2
22574|43 1/3|1|5
16051|M|1|5
19349|M|4|5
13521|44|4|1
10748|5 ( 46-48 )|1|5
15064|M|1|5
10421|45,5|4|5
15290|45,5|4|1
19439|M ( 140-152 )|3|3
13628|L/XL ( 39-47 )|3|3
18621|L|4|1
10664|L|1|5
19239|5 ( 43-46 )|4|5
21692|XL|4|1
12217|44,5|4|1
12720|2XL|1|2
14663|L|3|2
15292|S|1|5
13375|S|1|2
16107|44 2/3|4|1
12786|XL|1|5
14650|37,5|4|1
21672|140|4|1
19695|L ( 42-46 )|3|3
12152|M|4|5
12681|37,5|4|1
18766|43|1|5
12028|L|1|2
12771|L|1|2
20183|40|4|1
18807|42|4|5
13721|M|1|2
12859|44|1|5
19639|41|1|5
21387|S|4|1
15974|S|1|2
21564|L|1|5
21564|XL|1|5
21564|S|1|5
10365|M|4|1
22650|44,5|4|1
10353|46|1|5
10402|XS|4|1
14422|164|1|5
22128|2 ( 37-39 )|1|5
17996|164|4|1
12765|176|1|2
11600|41|4|1
11803|116/128|4|1
10228|L|2|4
18730|M ( 38/40 )|4|1
11738|S|4|5
20017|M|1|5
22327|M|1|5
10319|39|4|1
12045|43|4|5
18090|42|1|5
11706|S|3|2
16976|S|1|5
11472|4 ( 43-45 )|1|5
17836|44|1|5
20748|S|1|5
20825|M ( 38-42 )|1|5
10686|S|1|5
19744|L|1|5
20471|39|4|1
16091|44,5|3|3
22100|39 - 42|1|5
21477|2XL|1|5
11935|2XL|4|5
17711|2XL|4|5
13147|38 2/3|4|5
11049|M ( 38/40 )|4|1
11523|XL ( 158-170 )|4|5
15944|M|3|3
18333|44|1|5
21405|L|3|3
16641|XL ( 44/46 )|4|1
21405|S|3|2
19911|L|4|5
22158|S|3|2
15752|45|4|1
12179|43|1|2
15481|45|4|5
16027|44|1|5
22428|45,5|1|5
12354|43|4|1
14479|43|1|5
15273|43|1|5
18634|45,5|4|5
21906|44,5|1|2
17171|XL|1|5
16072|L|4|1
19266|XS|1|2
19266|M|1|5
11166|34|4|1
11630|42|4|5
15538|4 ( 43-46 )|4|1
22406|L|3|3
12734|M|1|5
22325|M|1|5
14438|XL|3|2
17551|36,5|4|1
15046|45,5|4|1
20216|XL (46-50 )|1|5
18395|M|1|2
14129|47 1/3|1|5
20096|M ( 38-42 )|1|2
13048|L|3|3
15172|M|1|5
15830|L|1|2
20017|S|4|5
15586|M|1|5
22712|4 ( 43-45 )|3|2
10276|L ( 42-46 )|1|5
19630|44,5|4|1
16030|S|1|5
22574|46|1|5
22574|45 1/3|4|5
12852|L|3|2
14514|L|1|2
20696|42|4|1
18819|M|1|5
20482|L|4|5
22293|XL ( 158-170 )|1|5
17016|152|4|1
13544|L ( 152-158 )|1|5
18567|152|4|1
12217|42|4|5
17087|5 ( 43-46 )|4|5
22244|L|4|5
20637|L|4|1
16051|L|1|5
15049|XL|1|5
11114|140|4|1
22128|3 ( 40-42 )|1|5
13938|L ( 152-158 )|4|1
19280|42|3|3
13612|42,5|1|2
19266|L|1|5
14129|44 2/3|1|5
12230|44,5|3|2
12698|45,5|4|1
22462|M ( 38/40 )|4|1
19662|L|1|5
18048|152|1|5
16103|152|4|5
16842|L|3|2
16980|S|1|5
16319|M|1|2
11613|164|1|5
17836|42|1|5
11256|L|1|2
15413|XL|1|2
18060|39 1/3|1|5
18766|39|1|5
20891|38,5|4|1
13011|XL|4|1
13011|M|1|2
13011|L|4|1
14036|L|3|2
14036|M|1|5
16780|45|4|1
15479|44 2/3|4|1
11605|45 1/3|4|5
15915|M|1|5
22613|44,5|1|5
18807|43|4|1
15396|39 - 42|1|5
14836|5 ( 46-48 )|1|5
20614|45|4|1
18194|45|4|1
18453|L|3|2
17578|43 1/3|1|5
15273|42,5|4|1
11817|43 1/3|4|1
11817|42 2/3|4|5
12689|L ( 152-158 )|1|5
10069|37 1/3|4|5
12498|2 ( Senior )|1|5
11913|L ( 42-46 )|1|5
10452|164|4|1
16184|0 ( Bambini )|4|1
11067|140|4|1
11067|128|4|1
15813|L|3|2
14665|164/176|4|1
20567|164/176|4|1
12179|44,5|1|2
21083|44,5|1|5
21083|44|1|5
19671|42 2/3|1|5
12498|1 ( Junior)|4|5
20422|152|1|5
15810|44,5|1|5
11810|M|3|2
19678|M|1|5
17087|4 ( 39-42 )|4|1
21352|40,5|3|3
22280|43|1|2
20709|M ( 38-42 )|1|5
16385|0 ( 31-33 )|1|5
18529|30|1|5
22144|S ( 34-38 )|1|5
18695|35 - 38|4|5
14067|35 - 38|1|5
15194|M ( 38-42 )|1|5
14268|M ( 38-42 )|1|5
15241|M|4|5
15992|44|4|1
10597|37|1|5
18766|40|4|1
17672|S|1|2
22354|42|1|5
22575|YSM 125-135|4|5
11781|44|4|5
15207|42 2/3|1|5
14261|XL|1|5
17229|10 (36-40)|1|5
22463|S|3|3
13202|39|4|1
11860|S ( 34-38 )|3|3
20998|L|1|5
14988|S ( 34-38 )|1|5
21734|XS|1|5
20125|152|1|2
20125|164|1|2
19422|44|1|5
22711|M|3|3
11733|L|4|1
16462|XL|1|5
11809|M|1|2
20614|39|4|1
13342|L|4|5
14380|8|4|1
22362|XL|1|2
10125|M|3|2
20113|L|1|5
20113|M|1|5
12927|38|4|1
16449|152|1|5
11935|S|1|5
10361|M|4|1
18806|M|1|5
14651|M|1|2
10306|M ( 38-42 )|1|2
16027|43|4|5
21860|L|3|2
11154|42 2/3|4|1
15752|43|1|5
15752|44|1|5
16473|XL|1|5
16911|44|3|2
13931|M|1|2
21270|S|1|5
16030|L|3|2
21357|44|4|1
22317|3 ( 40-42 )|1|5
12874|XS ( 116-128 )|4|1
13500|164|1|5
10866|152|4|1
22779|140|4|1
22818|S ( 128-140 )|2|4
17639|38,5|4|1
15119|3 ( 40-42 )|4|1
21738|43 1/3|1|5
17547|S|4|5
20450|2XL|1|2
10772|S|1|5
22327|S|1|5
16640|S|1|5
16817|176|4|5
17240|S|1|5
18172|XL|1|2
18172|L|1|2
18005|S|4|1
20450|S|1|5
10410|5 ( 43-46 )|3|3
10467|L|1|2
12816|46 2/3|4|1
15946|XL|1|5
22614|L ( 152-158 )|1|5
11168|L|1|5
11168|XL|1|5
21877|164|4|5
18060|40|1|5
12896|L|1|2
13125|38,5|4|1
19829|L|4|1
15750|4 ( 43-46 )|4|1
19829|M|4|1
12683|2XL|4|1
18453|M|3|2
17189|47|4|1
14592|XL|1|5
13611|44|1|5
12200|44|4|1
16876|L|1|5
21372|L|1|2
14311|42|4|1
17439|46|4|5
13242|S|1|5
10785|L|1|5
18688|46|4|1
10125|XL|1|2
18702|164|4|5
14510|XL|1|5
12288|41|4|1
21900|44|4|1
20755|XL|4|1
15992|45|4|1
21083|42,5|4|5
12179|42,5|4|1
20111|XL|3|2
21337|XL|1|2
11757|2XL|3|3
20392|L|4|5
20053|L|1|5
12236|L|1|5
18634|43|4|1
19936|M|1|2
19936|XL|4|5
19936|L|1|5
13152|5 ( 43-46 )|4|5
13891|5 ( 43-46 )|3|3
10854|37,5|4|1
13381|M|1|5
11822|XL ( 158-170 )|4|1
20518|42,5|4|1
22625|M ( 140-152 )|4|1
12254|140/152|4|1
11651|47 1/3|4|1
11260|S|1|2
13183|XL (46-50 )|1|5
22553|XL (46-50 )|1|2
20970|L|1|2
10312|41 1/3|4|1
13935|S|1|5
22869|41|1|5
11339|L|1|2
22477|L|1|5
15194|S ( 34-38 )|1|2
20900|S ( 34-38 )|1|5
19229|42 2/3|4|1
13441|S|4|5
12143|XS|2|3
15086|M ( 38-42 )|1|5
11768|S|1|5
17373|L|3|2
13721|L|3|2
10610|152|4|1
12180|44,5|4|5
13003|44,5|1|5
13003|44|1|5
20802|47|4|5
22413|44|4|5
16877|S|1|2
13404|M|1|2
13404|S|1|2
15097|S|3|2
18333|42,5|1|5
20973|4 ( 39-42 )|4|1
21068|3 ( 40-42 )|4|1
13880|39 - 42|1|5
21738|46|4|5
17534|43|1|5
13003|45|1|5
15273|45|4|5
16132|M|4|5
15752|46|3|3
22359|45|4|5
11411|M|1|5
20614|46|3|2
10416|42|1|5
21553|L|2|3
21553|M|2|3
17405|M|4|1
14228|M|3|2
21083|43|1|5
21017|42|4|5
12537|43|4|5
16799|S ( 128-140 )|4|5
18094|43|1|5
12780|176|4|5
14639|XL|1|5
10686|L|1|5
17771|S|1|2
11250|M|1|5
21220|44,5|1|5
15106|L|1|5
18822|L|4|1
18822|M|4|1
10948|43|1|5
11860|L ( 42-46 )|1|2
17592|M|1|2
18232|L|1|5
18232|M|1|5
12703|42 2/3|1|2
22869|40|4|1
14836|4 ( 43-45 )|1|2
15241|L|3|3
11358|44|1|2
17153|L|4|1
17848|42|4|1
22700|M|1|5
15158|M|4|1
15095|48 2/3|4|1
22739|152|4|1
21734|2XL|4|1
12324|S|3|2
15864|M|1|5
18195|M|4|5
22021|M|1|5
14586|M|1|5
22717|M|1|2
22127|37 1/3|4|1
22100|35 - 38|1|5
17858|L|1|2
18856|2XL|1|5
11319|M|1|5
20614|47|1|5
11583|M|1|5
12094|L|4|5
14380|7|4|1
15289|6|1|5
16427|43 1/3|4|1
22233|M|1|5
20222|L ( 152-158 )|1|2
11672|L ( 152-158 )|1|2
11386|L ( 152-158 )|1|5
12952|L ( 152-158 )|1|2
20162|4 ( 43-45 )|1|5
16427|45 1/3|4|5
11637|L ( 42-46 )|4|5
11193|M|1|5
11505|M|3|3
22585|XL|3|2
15120|XL|4|1
21936|S|4|1
14050|M|1|5
12463|M|1|5
20017|XL|1|5
11091|43|1|5
14389|M|1|5
15046|47,5|1|5
11989|164/176|4|5
20614|40,5|4|1
22581|42,5|1|2
16737|S ( 128-140 )|4|1
20536|L|4|5
12230|44|3|3
15608|L|1|2
10886|XL|3|2
12974|L|1|2
12463|XL|1|5
12577|L|3|3
12577|XL|3|3
12463|L|1|5
10263|L|4|5
10263|M|1|5
21779|46|4|5
19506|M ( 140-152 )|1|5
22869|39|4|1
18339|41 1/3|4|1
10402|L|3|3
16385|5 ( 46-48 )|1|2
16349|S|1|5
18009|XL|1|5
12094|XL|1|5
17213|46|1|2
22869|43|4|1
14437|42 2/3|1|2
11034|4 ( 43-46 )|1|2
16026|44,5|4|1
18414|L|3|3
10616|XL|1|5
14705|XL|1|5
20288|XL|2|4
20386|XL|4|1
14350|M ( 140-152 )|1|5
12183|M|4|1
12360|S|4|5
21215|S|4|5
18233|S|4|1
17162|42|4|1
22860|46|4|1
10953|XL|1|2
17861|44 2/3|1|5
18071|M|4|1
15481|42,5|3|3
17690|S|4|1
10912|L|1|2
21714|5 ( 43-46 )|1|5
20514|44,5|1|2
11781|44,5|4|1
21362|L|1|5
11913|S ( 34-38 )|1|5
17403|M|3|2
22477|M|1|5
16393|40,5|4|1
10353|44 2/3|4|1
14869|L|4|1
21831|164|4|1
18301|S|1|5
15697|164|4|5
11581|140|1|5
20802|44,5|1|5
15192|44|1|5
22456|2XL|1|2
14906|37,5|1|5
13612|42|1|2
22362|2XL|1|2
10447|2XL|1|5
17901|XL|3|2
11817|44 2/3|1|5
14067|47 - 50|1|5
22758|XL|1|2
13612|44|1|5
17858|M|1|5
21153|M|1|2
20456|M ( 38-42 )|1|2
11762|M|3|3
22169|42|1|2
21575|45 1/3|1|5
15632|44,5|4|5
20803|XL|1|5
15543|L ( 42-46 )|1|5
10170|M ( 38-42 )|1|2
10953|L|1|5
13485|5 ( 46-48 )|1|2
17932|M|1|2
16806|L|3|2
16747|158|1|2
16747|152|3|3
11293|M|1|2
11293|2XL|3|2
16393|43|1|5
13825|152|1|5
22574|44|1|5
11464|44|4|1
12539|38,5|1|2
11026|44 2/3|4|1
15755|44|4|5
11810|XL|3|3
14633|S|4|5
15131|152|4|1
17022|44,5|4|1
14482|M|1|2
14057|41|4|5
17820|L|1|5
13355|44|4|1
14169|XL|3|2
16325|2XL|3|2
16325|XL|3|3
16325|L|3|2
14467|42,5|1|5
11260|L|1|2
15593|164|4|1
16473|M|1|5
13125|39|4|1
19450|XL|1|2
13791|45|1|2
15346|46 2/3|1|5
19963|41|4|5
19963|40,5|4|5
19280|40,5|1|5
22676|M|1|2
20186|M|1|5
11810|L|3|2
15190|XL|1|2
21875|152|1|2
15978|46|1|5
13455|42,5|1|2
17012|XL|1|5
14509|L|1|5
11078|47 1/3|4|1
20315|M|1|5
12122|41|4|1
14129|43 1/3|4|1
16112|176|4|5
14264|2XL|1|2
10686|M|1|5
19425|S|1|2
14248|46|1|2
17797|L|3|2
10633|M|1|2
15158|S|3|3
10405|164|1|5
21029|40|4|1
21029|39|4|1
19709|46 2/3|4|1
11535|46|1|5
15279|S|1|2
16385|2 ( 37-39 )|1|2
15438|XL ( 158-170 )|1|5
15279|L|3|2
21258|M|4|1
14057|44|4|1
19639|45|4|1
14648|M ( 140-152 )|3|2
11651|42 2/3|4|1
11683|44,5|4|1
18634|42|1|5
22102|M|1|5
18457|XL|4|1
11672|XL ( 158-170 )|1|5
12193|XL ( 158-170 )|4|5
17013|XL ( 158-170 )|1|5
22589|M|4|1
18076|M|4|5
22413|44 2/3|4|1
10421|42,5|4|1
22758|2XL|1|2
21980|2XL|1|5
12045|42|1|2
12025|L|1|2
22428|44,5|1|5
11078|43 1/3|4|5
11877|45 1/3|1|5
13977|L ( 152-158 )|1|2
11505|XL|1|5
15567|XL|1|5
11817|42|1|5
17818|L ( 152-158 )|1|5
11472|3 ( 40-42 )|1|2
18232|S|1|5
14129|42|4|5
17361|44,5|4|5
21598|M ( 140-152 )|4|1
14795|38|4|1
22413|45 1/3|4|1
12824|43 1/3|1|5
18453|XL|3|2
18856|M|1|5
15046|47|4|1
19325|38,5|4|1
12657|S|4|1
10164|XL ( 158-170 )|1|2
13735|XL ( 158-170 )|4|1
19588|L|3|2
20705|42,5|4|1
11546|44,5|4|1
12056|XL|1|2
12056|L|1|2
15220|L|1|5
13455|46|1|2
13455|41|1|2
16615|XL|1|2
18867|L ( 152-158 )|1|5
13817|L|3|2
15273|45,5|4|1
17373|XL|3|2
22676|XL|1|2
15493|XL ( 158-170 )|1|5
13733|XL|1|2
21553|XL|3|3
10866|140|1|5
20216|M ( 38-42 )|1|2
17095|45|4|1
15390|M|1|5
14849|S ( 34/36 )|4|1
16747|146|1|2
13497|XL ( 158-170 )|4|1
21892|44|4|5
13441|L|1|2
18143|2XL|3|2
19662|M|1|2
10416|44 2/3|1|5
15086|S ( 34-38 )|1|5
21120|S ( 34-38 )|3|3
18634|45|1|2
15099|44 2/3|1|2
21445|43 1/3|4|1
21775|M|1|2
19813|S ( 34-38 )|1|5
12238|L|1|5
21618|4 ( 43-45 )|1|5
15049|L|1|5
22553|L ( 42-46 )|1|2
13320|44|4|1
22021|L|1|5
11935|L|1|5
12660|XL|4|1
11184|38|4|1
11935|M|4|5
13532|XL|1|2
12575|M|4|1
21576|44|1|5
12453|S|1|2
20166|45,5|4|1
11257|M|1|2
17343|M|1|5
14923|42|4|5
19909|S|1|2
19661|S|1|5
10167|S|4|1
15273|44,5|4|5
16942|164|1|2
16942|152|1|5
16733|43 1/3|1|5
13838|S|1|2
12509|M|4|1
17836|42 2/3|4|1
11195|46|4|5
11406|5 ( 43-46 )|4|1
12537|42|1|5
16713|XS ( 32/34 )|4|1
22872|M ( 140-152 )|1|2
22803|44|1|5
10207|S|4|1
11339|M|1|5
17336|M|1|2
20536|XL|4|1
21688|44,5|1|5
10289|42 2/3|1|5
17076|43 1/3|1|5
19199|L|1|2
15289|10|4|1
16228|164|4|1
10197|S ( 34-38 )|1|2
11817|44|1|5
22581|41|1|2
21076|38|1|5
20408|L|4|1
21490|M|3|3
11205|S|4|5
18333|40,5|4|5
21227|2XL|1|5
20386|2XL|4|1
18395|XL|1|2
11583|S|1|5
11583|XL|1|2
12100|M|1|5
17175|44,5|2|3
21663|M|1|5
13003|41|4|5
21238|44,5|4|1
19984|S|1|2
10119|46 2/3|4|5
18567|164|4|5
12859|42 2/3|3|2
19678|2XL|4|1
18391|2XL|1|5
19328|44,5|4|5
14622|43|1|5
16025|39|1|5
11535|39|1|5
12094|S|4|1
14720|M|2|3
20067|M|1|2
14823|M|1|5
22869|44|4|1
18766|42,5|4|1
12230|41|1|5
19661|L|1|5
22244|S|4|1
22477|S|1|5
16979|152|1|2
16372|M|4|5
21446|176|1|5
21387|L|1|5
20614|42,5|4|5
19698|152|1|5
15608|S|1|2
18185|44,5|4|5
10886|S|1|2
21151|M|1|5
11523|L ( 152-158 )|1|5
22114|40|4|5
21153|XL|1|2
13612|44,5|1|5
11395|S|4|5
12217|45,5|4|1
19110|L|1|5
16345|XL ( 158-170 )|1|5
20106|S ( 128-140 )|4|1
21500|43/46|3|2
16780|45,5|4|5
22803|43 1/3|1|5
19690|M|4|1
10436|M|4|1
14057|46|4|5
20216|L ( 42-46 )|1|2
19982|46 2/3|1|5
11535|43|4|1
13085|35|4|1
16735|M|1|2
19354|XL|4|5
10279|5 ( 43-46 )|4|5
14479|45|4|5
14874|L|3|2
12914|L|4|1
13256|40|4|1
16567|43/46|1|5
14496|43/46|4|5
11505|L|4|5
15586|S|1|2
20505|L|1|2
17165|42,5|1|5
17019|M|1|2
17046|4 ( 43-45 )|4|5
15097|M|1|5
22054|45|4|1
18060|45 1/3|4|5
14659|XS ( 30-34 )|4|5
13336|32|4|1
18578|40|1|5
16519|L|1|5
11175|48|4|5
16025|38,5|4|1
19231|L ( 40/42 )|1|2
19280|45|3|3
15752|47|1|5
15292|L|1|5
17218|M|4|5
22483|S|4|1
14104|39|4|1
14408|42 2/3|1|2
19280|46|1|5
10779|44|1|5
22593|42|4|1
13141|XS|4|1
18344|45|1|5
19235|XL|1|5
22456|L|1|2
22575|YM 135-147,5|4|5
17804|L|1|2
17037|45,5|4|1
14011|XL|1|2
14011|L|1|2
17218|L|4|1
14651|L|3|3
17551|39|1|5
10069|34|4|5
10069|33|4|1
16287|44|4|1
13136|L ( 152-158 )|1|5
16125|S|1|2
10886|2XL|1|2
13190|40|4|5
13699|33,5|4|1
13940|1 ( Junior)|3|3
17985|M|1|5
17861|42 2/3|1|5
17551|40|4|1
16970|L|4|5
18244|44|4|1
10936|XL|1|2
14081|5 ( 43-46 )|2|3
14081|4 ( 39-42 )|2|3
13617|40,5|1|5
18657|XL|1|5
14776|5 ( 43-46 )|4|5
10927|140|1|2
16251|S|4|1
22170|41 1/3|1|5
21102|L ( 152-158 )|1|5
12660|S|1|2
17502|S|1|5
22233|S|4|5
21151|S|4|1
18852|M ( 38-42 )|4|5
16309|M|1|2
18542|L|1|2
14735|164|1|2
14639|S|4|5
22354|44|1|5
10904|44,5|1|5
18339|44|4|1
10715|44|1|5
22169|43 1/3|1|2
12755|38|1|5
11725|42|3|2
17214|XL|3|3
17551|38,5|4|5
15953|S ( 128-140 )|1|5
14055|L|4|1
20266|43 - 46|3|2
13612|41|1|2
20497|M|1|2
16806|M|1|5
17403|XL|1|5
11364|42 2/3|1|5
18962|L|1|5
21153|L|1|2
13825|140|1|5
12295|128|1|5
19760|S|1|2
17916|M ( 38-42 )|1|5
16709|S ( 34-38 )|1|5
15375|S ( 34-38 )|3|3
10756|S ( 34-38 )|1|2
21823|XL ( 158-170 )|1|5
18641|XL ( 158-170 )|1|5
16427|39 1/3|1|2
10275|43|1|5
15626|37 1/3|1|5
18497|43|4|1
18497|42,5|4|1
11996|5 ( 43-46 )|4|1
13362|44|4|5
20866|S|3|3
20866|L|3|2
21465|M|1|5
22613|42|1|2
12288|40|4|1
11965|M ( 38/40 )|1|2
19280|45,5|3|3
22327|L|1|2
16287|47,5|4|5
19031|44|4|1
20696|44,5|4|1
17148|152|1|2
15172|L|1|5
20138|42,5|1|5
20381|M ( 38/40 )|4|1
20266|35 - 38|1|2
11091|42|1|5
16911|41|4|5
13086|XL ( 158-170 )|1|2
13977|XL ( 158-170 )|1|2
14210|43 1/3|4|5
14248|41|1|5
22700|2XL|4|1
18155|36,5|4|1
13185|XS|4|1
14238|43|1|5
17856|45,5|4|1
12143|XL|2|3
14261|M|1|5
13036|L|1|2
20810|S|1|5
21353|152|1|5
10617|164|3|3
15279|XL|3|2
14248|45,5|4|5
20216|S ( 34-38 )|1|5
19231|M ( 38/40 )|1|5
14517|140|2|3
10405|140|3|3
21799|M|3|2
14766|M|1|2
15292|XL|1|5
19887|45|4|5
13675|XL ( 158-170 )|1|5
22354|46 2/3|4|1
18399|44,5|4|5
12799|M|4|5
11535|44|1|5
10948|44|1|5
17361|43|1|5
11045|36,5|4|1
20476|43|4|1
16427|47 1/3|1|2
19191|44|4|1
10275|40,5|4|1
15775|41|4|1
17050|XL|1|2
21875|164|1|5
15996||4|5
10609||1|2
12507|L|1|5
21476|XL|3|2
11009|S|1|2
18016|M|1|5
12789|L ( 42-46 )|1|5
14501|XL|1|2
19928|45|4|1
11663|44,5|4|1
19110|M|1|2
11817|46 2/3|4|5
11350|M|1|5
22428|47|4|5
11433|S|1|5
19962|L|1|5
20082|42,5|4|1
20105|M|3|2
17241|L|1|2
17241|XL|3|2
19266|S|1|2
16436|XL (46-50 )|1|5
10312|42|4|5
20970|M|1|2
17447|5 ( 43-46 )|4|1
18185|42,5|1|5
19145|XS ( 30-34 )|1|5
13342|2XL|3|3
10645|3XL|3|3
18807|42,5|4|1
18481|M|1|5
21017|43|1|5
14603|L|3|2
13821|2XL|1|2
14054|44,5|1|2
17788|S|1|5
21030|XL (46-50 )|4|5
21120|XL (46-50 )|1|2
18969|M|3|3
11651|45 1/3|4|5
18828|44,5|4|1
17175|42,5|4|1
19459|S|2|3
16418|S|4|1
22409|M|3|3
20683|M|2|3
22367|M|3|3
12653|M|3|2
15017|M|3|2
15408|M|1|2
10108|43|1|5
12573|36,5|1|5
18628|40,5|4|1
14467|45,5|4|5
16287|43|4|5
20905|44|4|1
15863|S ( 34/36 )|4|5
13003|47|4|5
13003|46|1|2
21602|L|3|3
12810|L|1|5
17704|44,5|4|1
17858|S|3|3
20514|45|1|5
16804|M|1|5
12999|L|3|2
12771|XL|1|2
11266|44 2/3|4|1
14261|L|1|5
15614|M|1|5
15614|L|1|5
11509|2 ( 37-39 )|3|3
18492|M|4|1
13455|44|1|5
10759|M|3|3
17463|164|1|5
11768|M|1|5
15757|M ( 140-152 )|1|5
10610|164|1|5
10400||4|1
14586|S|1|5
11817|40 2/3|4|5
15207|43 1/3|1|5
21387|XL|1|5
13124|4 ( 43-45 )|4|5
13124|3 ( 40-42 )|4|5
12896|M|1|2
16918|44,5|1|5
11208|35,5|4|1
12780|152|4|5
16436|L ( 42-46 )|1|5
10183|L ( 42-46 )|1|2
10343|S|4|5
11256|S|4|1
13247|L|4|1
16615|L|1|5
22102|L|1|5
10169|4 ( 43-45 )|1|2
10748|4 ( 43-45 )|1|2
21476|M|4|5
13476|38|1|5
21289|152|4|1
20336|164|3|3
13458|164|1|2
20931|S|1|5
21626|3 ( 40-42 )|1|5
18886|XL|3|3
12264|L|3|2
20254|L|3|3
12717|152|1|5
12717|164|1|5
11058|34|4|1
21120|M ( 38-42 )|3|2
14836|2 ( 37-39 )|1|2
11078|45 1/3|4|5
20229|40,5|4|1
15974|2XL|1|2
22158|XL|1|2
15018|L|1|5
19004|M|3|3
10396|M|1|2
18024|XL ( 158-170 )|1|5
18024|L ( 152-158 )|1|5
17009|XL|1|5
17009|2XL|1|5
13269|41 - 44|4|1
18314|5 ( 43-46 )|4|5
13819|XL ( 158-170 )|1|2
14648|XL ( 158-170 )|1|5
16911|43|4|1
18389|L ( 42-46 )|1|5
20609|L ( 42-46 )|1|5
11166|38,5|4|1
18341|2 ( Senior )|4|1
14178|2XL|1|5
12951|42 2/3|4|1
15401|M|1|2
16741|M|4|5
20614|45,5|4|1
22428|44|1|5
11874|L|3|2
15029|176|1|5
18906|152|4|1
14385|37 1/3|4|1
19693|42|4|5
22717|S|1|2
17617|L|1|2
15586|L|1|2
15401|L|3|2
11106|3 ( 40-42 )|1|2
17148|164|1|2
12984|39 - 42|1|5
11100|140|1|5
22063|128|1|5
12552|L ( 152-158 )|1|5
11221|L|2|3
19589|43/46|1|5
13514|35/38|1|2
14248|44|1|2
18340|M|4|5
10105|L ( 40/42 )|4|1
11004|S|4|5
14111|S ( 128-140 )|1|5
16708|46|4|1
16369|XL (46-50 )|4|5
18670|XL ( 158-170 )|4|1
14855|3 ( 164 )|1|5
18060|40 2/3|1|5
19129|M|1|2
19129|L|3|2
19853|S|4|1
16594|XL ( 158-170 )|4|1
17181|38|4|1
15775|43|3|2
13343|M|3|2
20952|XL ( 158-170 )|1|5
10469|44|4|1
15845|L|1|2
16462|2XL|3|3
11371|4 ( 43-46 )|1|5
11605|42 2/3|1|5
21372|3XL|3|3
22605|L ( 42-46 )|1|5
14389|S|1|5
19752|S|1|5
20969|10 (36-40)|1|5
20150|S|4|1
22803|40 2/3|4|1
20305|XL ( 158-170 )|1|5
15141|M|1|5
20253|S|1|5
15790|L|4|5
20132|44,5|1|2
21906|43|4|5
22108|3 ( 39-42 )|3|3
16735|L|3|2
15252|43 1/3|1|5
13607|40,5|4|1
11955|44,5|4|5
16427|44 2/3|1|5
20305|M ( 140-152 )|1|2
14648|L ( 152-158 )|1|5
21703|41|4|1
22195|S|1|5
20470|S|1|5
20470|M|1|5
11306|42 2/3|4|5
16735|2XL|3|3
10619|2XL|3|2
21420|L|4|5
12140|43|4|1
22636|44|4|1
13612|43|1|2
12230|42|4|5
16197|S|4|5
13618|42 2/3|1|5
17237|32|4|1
18969|XL|2|4
14408|42|1|2
16918|45|1|5
10416|45 1/3|1|5
15219|152|1|5
10759|L|3|2
11826|S|1|5
15194|L ( 42-46 )|1|5
10119|44 2/3|4|5
22308|L ( 42-46 )|1|5
11535|45|4|5
11601|45|4|1
10402|2XL|2|3
21337|L|3|2
12045|42,5|1|5
13242|XL|1|5
12229|L ( 152-158 )|4|5
21682|L ( 152-158 )|1|2
11920|L ( 152-158 )|1|5
18648|39 - 42|4|5
22366|S|4|1
10948|45,5|1|5
11595|L|1|5
10207|L|1|5
17889|XL ( 158-170 )|1|5
11882|XL ( 158-170 )|3|2
10275|44|1|5
11175|43 1/3|4|1
15775|42,5|4|1
11777|38,5|4|1
19594|L|1|5
19851|2XL|1|2
22274|S|4|5
15158|XS|4|1
20952|L ( 152-158 )|3|2
22456|XL|1|2
11224|44|4|1
11438|L|4|5
13967|L|4|1
21405|XL|3|3
12896|2XL|1|5
20505|2XL|3|3
12896|XL|1|5
13362|42|4|1
11241|XL|3|2
18969|L|3|3
18969|S|3|3
11241|S|1|5
15277|43|4|1
11762|XL|4|5
13676|L|3|2
13112|XL ( 158-170 )|1|2
21496|M|1|5
20053|XL|1|5
12180|43|1|5
12180|42,5|4|1
10405|128|3|2
21605|L|3|2
14268|L ( 42-46 )|1|5
22532|M|1|2
22532|L|3|2
18785|M|1|2
16400|44|4|1
12028|M|1|5
14661|M|1|2
20705|43|4|1
13085|38|4|1
17709|42|1|5
14663|XL|3|2
