pid|size|color|brand|rrp|mainCategory|category|subCategory|stock|releaseDate|Product Type|Generalized Size
10400||schwarz|adidas|12.63|1|2|27.0|1|2017-10-01|S|
10402|2XL|weiss|adidas|22.79|1|7|8.0|2|2017-10-01|C|
10402|L|weiss|adidas|22.79|1|7|8.0|49|2017-10-01|C|
10402|M|weiss|adidas|22.79|1|7|8.0|8|2017-10-01|C|
10402|S|weiss|adidas|22.79|1|7|8.0|20|2017-10-01|C|
10402|XL|weiss|adidas|22.79|1|7|8.0|2|2017-10-01|C|
10402|XS|weiss|adidas|22.79|1|7|8.0|2|2017-10-01|C|
10405|116|rot|adidas|18.98|1|7|21.0|1|2017-10-01|C|
10405|128|rot|adidas|18.98|1|7|21.0|1|2017-10-01|C|
10405|140|rot|adidas|18.98|1|7|21.0|2|2017-10-01|C|
10405|152|rot|adidas|18.98|1|7|21.0|6|2017-10-01|C|
10405|164|rot|adidas|18.98|1|7|21.0|7|2017-10-01|C|
10407|30|gold|adidas|76.13|1|37|3.0|1|2017-11-23|S|00
10407|32|gold|adidas|76.13|1|37|3.0|1|2017-11-23|S|0.0
10407|33|gold|adidas|76.13|1|37|3.0|1|2017-11-23|S|0.0
10407|35|gold|adidas|76.13|1|37|3.0|1|2017-11-23|S|0.0
10407|36 2/3|gold|adidas|76.13|1|37|3.0|2|2017-11-23|S|1.0
10407|37 1/3|gold|adidas|76.13|1|37|3.0|1|2017-11-23|S|1.0
10407|38 2/3|gold|adidas|76.13|1|37|3.0|1|2017-11-23|S|1.0
10408|34|schwarz|adidas|82.48|1|37|6.0|1|2017-11-16|S|0.0
10408|36|schwarz|adidas|82.48|1|37|6.0|1|2017-11-16|S|1.0
10408|37 1/3|schwarz|adidas|82.48|1|37|6.0|2|2017-11-16|S|1.0
10408|38|schwarz|adidas|82.48|1|37|6.0|3|2017-11-16|S|1.0
10408|38 2/3|schwarz|adidas|82.48|1|37|6.0|3|2017-11-16|S|1.0
10410|4 ( 39-42 )|weiss|Jako|8.82|1|7|11.0|2|2017-10-01|A|3.0
10410|5 ( 43-46 )|weiss|Jako|8.82|1|7|11.0|7|2017-10-01|A|4.0
10413|L|schwarz|adidas|44.38|1|7|8.0|2|2017-11-02|C|
10413|M|schwarz|adidas|44.38|1|7|8.0|1|2017-11-02|C|
10413|XL|schwarz|adidas|44.38|1|7|8.0|1|2017-11-02|C|
10414|2XL|schwarz|adidas|76.13|1|7|22.0|2|2017-10-01|C|
10414|3XL|schwarz|adidas|76.13|1|7|22.0|1|2017-10-01|C|
10414|L|schwarz|adidas|76.13|1|7|22.0|15|2017-10-01|C|
10414|M|schwarz|adidas|76.13|1|7|22.0|3|2017-10-01|C|
10414|S|schwarz|adidas|76.13|1|7|22.0|1|2017-10-01|C|
10414|XL|schwarz|adidas|76.13|1|7|22.0|14|2017-10-01|C|
10414|XS|schwarz|adidas|76.13|1|7|22.0|1|2017-10-01|C|
10415|2XL|schwarz|PUMA|50.73|1|7|16.0|3|2017-10-01|C|
10415|L|schwarz|PUMA|50.73|1|7|16.0|3|2017-10-01|C|
10415|M|schwarz|PUMA|50.73|1|7|16.0|4|2017-10-01|C|
10415|XL|schwarz|PUMA|50.73|1|7|16.0|1|2017-10-01|C|
10416|39 1/3|schwarz|adidas|279.33|1|2|3.0|4|2017-10-01|S|2.0
10416|40|schwarz|adidas|279.33|1|2|3.0|4|2017-10-01|S|2.0
10416|40 2/3|schwarz|adidas|279.33|1|2|3.0|6|2017-10-01|S|2.0
10416|41 1/3|schwarz|adidas|279.33|1|2|3.0|2|2017-10-01|S|3.0
10416|42|schwarz|adidas|279.33|1|2|3.0|21|2017-10-01|S|3.0
10416|42 2/3|schwarz|adidas|279.33|1|2|3.0|8|2017-10-01|S|3.0
10416|43 1/3|schwarz|adidas|279.33|1|2|3.0|16|2017-10-01|S|3.0
10416|44|schwarz|adidas|279.33|1|2|3.0|11|2017-10-01|S|4.0
10416|44 2/3|schwarz|adidas|279.33|1|2|3.0|17|2017-10-01|S|4.0
10416|45 1/3|schwarz|adidas|279.33|1|2|3.0|16|2017-10-01|S|4.0
10416|46|schwarz|adidas|279.33|1|2|3.0|23|2017-10-01|S|4.0
10416|46 2/3|schwarz|adidas|279.33|1|2|3.0|5|2017-10-01|S|4.0
10416|47 1/3|schwarz|adidas|279.33|1|2|3.0|6|2017-10-01|S|5.0
10416|48|schwarz|adidas|279.33|1|2|3.0|1|2017-10-01|S|5.0
10418|41 - 44|blau|Uhlsport|16.44|1|7|13.0|1|2017-10-01|A|3.0
10421|40,5|schwarz|Nike|95.18|1|2|3.0|2|2017-10-01|S|2.0
10421|41|schwarz|Nike|95.18|1|2|3.0|1|2017-10-01|S|3.0
10421|42|schwarz|Nike|95.18|1|2|3.0|1|2017-10-01|S|3.0
10421|42,5|schwarz|Nike|95.18|1|2|3.0|1|2017-10-01|S|3.0
10421|43|schwarz|Nike|95.18|1|2|3.0|1|2017-10-01|S|3.0
10421|44|schwarz|Nike|95.18|1|2|3.0|1|2017-10-01|S|4.0
10421|44,5|schwarz|Nike|95.18|1|2|3.0|6|2017-10-01|S|4.0
10421|45|schwarz|Nike|95.18|1|2|3.0|1|2017-10-01|S|4.0
10421|45,5|schwarz|Nike|95.18|1|2|3.0|1|2017-10-01|S|4.0
10421|46|schwarz|Nike|95.18|1|2|3.0|1|2017-10-01|S|4.0
10421|47,5|schwarz|Nike|95.18|1|2|3.0|1|2017-10-01|S|5.0
10425|L|gelb|Nike|63.43|1|7|40.0|2|2017-10-01|C|
10427|164|schwarz|Jako|44.38|1|7|16.0|1|2017-10-01|C|
10428|S ( 34/36 )|grau|Nike|76.13|9|10|14.0|1|2017-10-01|C|
10431|44|grau|Nike|114.23|1|2|3.0|1|2018-01-24|S|4.0
10435|M ( 140-152 )|gruen|Nike|22.79|1|7|21.0|1|2017-10-01|C|
10435|XL ( 158-170 )|gruen|Nike|22.79|1|7|21.0|1|2017-10-01|C|
10436|L|rot|Nike|38.03|1|7|21.0|9|2017-10-01|C|
10436|M|rot|Nike|38.03|1|7|21.0|4|2017-10-01|C|
10436|S|rot|Nike|38.03|1|7|21.0|1|2017-10-01|C|
10439|2XL|schwarz|adidas|50.73|1|7|22.0|1|2017-10-01|C|
10439|L|schwarz|adidas|50.73|1|7|22.0|36|2017-10-01|C|
10439|M|schwarz|adidas|50.73|1|7|22.0|10|2017-10-01|C|
10439|S|schwarz|adidas|50.73|1|7|22.0|2|2017-10-01|C|
10439|XL|schwarz|adidas|50.73|1|7|22.0|6|2017-10-01|C|
10439|XS|schwarz|adidas|50.73|1|7|22.0|1|2017-10-01|C|
10447|2XL|schwarz|Nike|22.79|1|7|8.0|15|2017-10-01|C|
10447|L|schwarz|Nike|22.79|1|7|8.0|36|2017-10-01|C|
10447|M|schwarz|Nike|22.79|1|7|8.0|165|2017-10-01|C|
10447|S|schwarz|Nike|22.79|1|7|8.0|20|2017-10-01|C|
10447|XL|schwarz|Nike|22.79|1|7|8.0|73|2017-10-01|C|
10451|S|schwarz|Hummel|25.33|1|7|21.0|1|2017-10-01|C|
10452|164|schwarz|adidas|44.38|1|7|20.0|1|2017-10-01|C|
10456|L ( 152-158 )|grau|Nike|57.08|1|7|14.0|2|2017-10-01|C|
10456|M ( 140-152 )|grau|Nike|57.08|1|7|14.0|3|2017-10-01|C|
10456|S ( 128-140 )|grau|Nike|57.08|1|7|14.0|1|2017-10-01|C|
10456|XL ( 158-170 )|grau|Nike|57.08|1|7|14.0|5|2017-10-01|C|
10457|L|rot|PUMA|31.68|1|7|21.0|1|2017-10-01|C|
10460|36|weiss|PUMA|76.13|1|37|3.0|1|2017-10-01|S|1.0
10463|2XL|blau|Nike|44.38|1|7|23.0|5|2017-10-01|C|
10463|L|blau|Nike|44.38|1|7|23.0|6|2017-10-01|C|
10463|M|blau|Nike|44.38|1|7|23.0|7|2017-10-01|C|
10463|S|blau|Nike|44.38|1|7|23.0|1|2017-10-01|C|
10463|XL|blau|Nike|44.38|1|7|23.0|9|2017-10-01|C|
10466|40|gelb|adidas|126.93|1|2|3.0|2|2017-10-01|S|2.0
10466|41 1/3|gelb|adidas|126.93|1|2|3.0|1|2017-10-01|S|3.0
10466|42 2/3|gelb|adidas|126.93|1|2|3.0|1|2017-10-01|S|3.0
10466|44|gelb|adidas|126.93|1|2|3.0|1|2017-10-01|S|4.0
10466|44 2/3|gelb|adidas|126.93|1|2|3.0|1|2017-10-01|S|4.0
10466|45 1/3|gelb|adidas|126.93|1|2|3.0|1|2017-10-01|S|4.0
10467|2XL|blau|Nike|44.38|15|16||1|2017-10-01||
10467|L|blau|Nike|44.38|15|16||9|2017-10-01||
10467|M|blau|Nike|44.38|15|16||15|2017-10-01||
10467|S|blau|Nike|44.38|15|16||3|2017-10-01||
10467|XL|blau|Nike|44.38|15|16||6|2017-10-01||
10469|40,5|orange|Nike|292.03|1|2|39.0|1|2017-10-01|S|2.0
10469|41|orange|Nike|292.03|1|2|39.0|1|2017-10-01|S|3.0
10469|42,5|orange|Nike|292.03|1|2|39.0|1|2017-10-01|S|3.0
10469|44|orange|Nike|292.03|1|2|39.0|1|2017-10-01|S|4.0
10469|47|orange|Nike|292.03|1|2|39.0|1|2017-10-01|S|5.0
10470|41|schwarz|Nike|101.53|9|18|32.0|1|2017-10-01|S|3.0
10470|42,5|schwarz|Nike|101.53|9|18|32.0|4|2017-10-01|S|3.0
10470|43|schwarz|Nike|101.53|9|18|32.0|1|2017-10-01|S|3.0
10483|38|grau|Nike|69.78|1|37|6.0|1|2017-10-01|S|1.0
10490|XL ( 158-170 )|rot|Nike|38.03|1|7|23.0|1|2017-10-01|C|
10503|42|schwarz|Nike|177.73|1|2|39.0|2|2017-10-01|S|3.0
10509|164|grau|adidas|44.38|1|7|14.0|1|2017-10-27|C|
10511|40|beige|adidas|419.03|1|2|3.0|1|2017-10-01|S|2.0
10511|41 1/3|beige|adidas|419.03|1|2|3.0|1|2017-10-01|S|3.0
10511|42|beige|adidas|419.03|1|2|3.0|1|2017-10-01|S|3.0
10511|42 2/3|beige|adidas|419.03|1|2|3.0|4|2017-10-01|S|3.0
10511|44|beige|adidas|419.03|1|2|3.0|1|2017-10-01|S|4.0
10511|44 2/3|beige|adidas|419.03|1|2|3.0|2|2017-10-01|S|4.0
10511|45 1/3|beige|adidas|419.03|1|2|3.0|2|2017-10-01|S|4.0
10511|46 2/3|beige|adidas|419.03|1|2|3.0|1|2017-10-01|S|4.0
10514|3XL|schwarz|adidas|63.43|1|7|22.0|1|2017-10-19|C|
10514|L|schwarz|adidas|63.43|1|7|22.0|1|2017-10-19|C|
10514|S|schwarz|adidas|63.43|1|7|22.0|1|2017-10-19|C|
10514|XL|schwarz|adidas|63.43|1|7|22.0|1|2017-10-19|C|
10519|L|schwarz|Nike|29.14|1|7|21.0|5|2017-12-19|C|
10519|M|schwarz|Nike|29.14|1|7|21.0|5|2017-12-19|C|
10519|S|schwarz|Nike|29.14|1|7|21.0|4|2017-12-19|C|
10523|L|schwarz|Nike|44.38|9|10|25.0|1|2017-10-01|C|
10525|L|rot|Nike|31.68|1|7|21.0|2|2017-10-01|C|
10525|M|rot|Nike|31.68|1|7|21.0|1|2017-10-01|C|
10525|S|rot|Nike|31.68|1|7|21.0|1|2017-10-01|C|
10525|XL|rot|Nike|31.68|1|7|21.0|1|2017-10-01|C|
10526|38|schwarz|adidas|31.68|9|10|29.0|1|2017-10-01|C|
10527|37 1/3|schwarz|adidas|57.08|1|37|5.0|1|2017-11-21|S|1.0
10527|38|schwarz|adidas|57.08|1|37|5.0|1|2017-11-21|S|1.0
10533|L|grau|Diadora|31.68|9|10|25.0|1|2017-10-01|C|
10549|L|grau|Nike|126.93|15|16||1|2017-10-01||
10550|42|schwarz|Nike|114.23|1|2|39.0|1|2017-10-01|S|3.0
10551|6|blau|Jako|18.98|1|7|8.0|1|2017-10-01|C|
10552|44|gruen|adidas|126.93|9|18|32.0|1|2017-10-01|S|4.0
10552|45 1/3|gruen|adidas|126.93|9|18|32.0|1|2017-10-01|S|4.0
10553|M|schwarz|Uhlsport|114.23|1|7|26.0|1|2017-10-01|C|
10558|140|weiss|adidas|18.98|1|7|21.0|3|2017-10-01|C|
10558|152|weiss|adidas|18.98|1|7|21.0|2|2017-10-01|C|
10558|164|weiss|adidas|18.98|1|7|21.0|3|2017-10-01|C|
10559|2 ( 37-39 )|rot|adidas|8.82|1|7|12.0|2|2017-10-01|A|1.0
10559|4 ( 43-45 )|rot|adidas|8.82|1|7|12.0|5|2017-10-01|A|4.0
10560|M|weiss|PUMA|25.33|1|7|8.0|2|2017-10-01|C|
10560|XL|weiss|PUMA|25.33|1|7|8.0|1|2017-10-01|C|
10569|36,5|weiss|Nike|133.28|9|37|32.0|1|2017-10-01|S|1.0
10570|32|schwarz|adidas|57.08|1|37|3.0|1|2017-11-15|S|0.0
10570|33|schwarz|adidas|57.08|1|37|3.0|1|2017-11-15|S|0.0
10570|34|schwarz|adidas|57.08|1|37|3.0|1|2017-11-15|S|0.0
10570|35|schwarz|adidas|57.08|1|37|3.0|1|2017-11-15|S|0.0
10570|37 1/3|schwarz|adidas|57.08|1|37|3.0|1|2017-11-15|S|1.0
10570|38|schwarz|adidas|57.08|1|37|3.0|2|2017-11-15|S|1.0
10570|38 2/3|schwarz|adidas|57.08|1|37|3.0|1|2017-11-15|S|1.0
10573|164|schwarz|adidas|50.73|1|7|16.0|1|2017-11-02|C|
10574|44 2/3|schwarz|adidas|253.93|1|2|5.0|1|2017-11-21|S|4.0
10574|46|schwarz|adidas|253.93|1|2|5.0|1|2017-11-21|S|4.0
10574|46 2/3|schwarz|adidas|253.93|1|2|5.0|1|2017-11-21|S|4.0
10574|47 1/3|schwarz|adidas|253.93|1|2|5.0|1|2017-11-21|S|5.0
10575|40 2/3|schwarz|adidas|126.93|1|2|4.0|1|2017-10-01||
10575|42|schwarz|adidas|126.93|1|2|4.0|1|2017-10-01||
10575|42 2/3|schwarz|adidas|126.93|1|2|4.0|1|2017-10-01||
10575|43 1/3|schwarz|adidas|126.93|1|2|4.0|3|2017-10-01||
10575|44|schwarz|adidas|126.93|1|2|4.0|1|2017-10-01||
10575|44 2/3|schwarz|adidas|126.93|1|2|4.0|2|2017-10-01||
10575|46|schwarz|adidas|126.93|1|2|4.0|1|2017-10-01||
10575|46 2/3|schwarz|adidas|126.93|1|2|4.0|2|2017-10-01||
10575|47 1/3|schwarz|adidas|126.93|1|2|4.0|2|2017-10-01||
10575|48 2/3|schwarz|adidas|126.93|1|2|4.0|1|2017-10-01||
10583|L ( 152-158 )|blau|Nike|38.03|1|7|23.0|1|2017-10-01|C|
10584|2XL|schwarz|Reusch|50.73|1|7|17.0|1|2017-10-01|C|
10585|L|blau|Nike|50.73|1|7|22.0|2|2017-11-21|C|
10585|M|blau|Nike|50.73|1|7|22.0|3|2017-11-21|C|
10585|XL|blau|Nike|50.73|1|7|22.0|1|2017-11-21|C|
10589|XL ( 158-170 )|rot|Nike|63.43|1|7|14.0|1|2017-10-01|C|
10594|S|rot|adidas|82.48|1|7|14.0|1|2017-11-07|C|
10597|37|silber|PUMA|222.18|1|37|3.0|1|2017-10-01|S|1.0
10598|L ( 152-158 )|schwarz|Nike|38.03|15|16||3|2017-12-08||
10598|M ( 140-152 )|schwarz|Nike|38.03|15|16||2|2017-12-08||
10598|XL ( 158-170 )|schwarz|Nike|38.03|15|16||5|2017-12-08||
10603|40|orange|Nike|88.83|1|2|6.0|1|2017-10-01|S|2.0
10603|40,5|orange|Nike|88.83|1|2|6.0|1|2017-10-01|S|2.0
10603|45,5|orange|Nike|88.83|1|2|6.0|1|2017-10-01|S|4.0
10607|140|blau|PUMA|44.38|1|7|22.0|1|2017-10-01|C|
10609||schwarz|Uhlsport|5.01|1|2|27.0|8|2017-10-01|S|
10610|116|schwarz|Jako|29.14|1|7|16.0|1|2017-10-01|C|
10610|140|schwarz|Jako|29.14|1|7|16.0|2|2017-10-01|C|
10610|152|schwarz|Jako|29.14|1|7|16.0|1|2017-10-01|C|
10610|164|schwarz|Jako|29.14|1|7|16.0|4|2017-10-01|C|
10614|M|blau|Nike|25.33|1|7|8.0|1|2017-10-01|C|
10615|176|blau|PUMA|44.38|15|33||1|2017-10-01||
10616|2XL|weiss|Nike|38.03|15|24||1|2017-10-01||
10616|L|weiss|Nike|38.03|15|24||10|2017-10-01||
10616|M|weiss|Nike|38.03|15|24||1|2017-10-01||
10616|S|weiss|Nike|38.03|15|24||1|2017-10-01||
10616|XL|weiss|Nike|38.03|15|24||5|2017-10-01||
10617|128|rot|adidas|25.33|1|7|21.0|2|2017-10-01|C|
10617|140|rot|adidas|25.33|1|7|21.0|1|2017-10-01|C|
10617|152|rot|adidas|25.33|1|7|21.0|3|2017-10-01|C|
10617|164|rot|adidas|25.33|1|7|21.0|4|2017-10-01|C|
10619|2XL|schwarz|Nike|31.68|1|7|25.0|8|2017-10-01|C|
10619|L|schwarz|Nike|31.68|1|7|25.0|26|2017-10-01|C|
10619|M|schwarz|Nike|31.68|1|7|25.0|74|2017-10-01|C|
10619|S|schwarz|Nike|31.68|1|7|25.0|15|2017-10-01|C|
10619|XL|schwarz|Nike|31.68|1|7|25.0|11|2017-10-01|C|
10620|36 2/3|schwarz|adidas|190.43|1|37|3.0|3|2017-11-22|S|1.0
10620|37 1/3|schwarz|adidas|190.43|1|37|3.0|4|2017-11-22|S|1.0
10620|38|schwarz|adidas|190.43|1|37|3.0|7|2017-11-22|S|1.0
10620|38 2/3|schwarz|adidas|190.43|1|37|3.0|1|2017-11-22|S|1.0
10621|40,5|orange|Nike|95.18|1|2|5.0|1|2017-10-01|S|2.0
10623|41|grau|Converse|95.18|9|18|32.0|1|2017-10-01|S|3.0
10623|42|grau|Converse|95.18|9|18|32.0|1|2017-10-01|S|3.0
10627|42,5|weiss|Nike|165.03|9|18|32.0|1|2017-10-01|S|3.0
10627|43|weiss|Nike|165.03|9|18|32.0|1|2017-10-01|S|3.0
10627|44|weiss|Nike|165.03|9|18|32.0|2|2017-10-01|S|4.0
10628|3 ( 40-42 )|blau|adidas|16.44|1|7|13.0|3|2017-11-13|A|3.0
10628|4 ( 43-45 )|blau|adidas|16.44|1|7|13.0|10|2017-11-13|A|4.0
10628|5 ( 46-48 )|blau|adidas|16.44|1|7|13.0|2|2017-11-13|A|5.0
10630|S|orange|PUMA|22.79|1|7|21.0|1|2017-10-01|C|
10630|XL|orange|PUMA|22.79|1|7|21.0|2|2017-10-01|C|
10631|L|schwarz|Uhlsport|44.38|15|33||2|2017-10-01||
10633|L|blau|PUMA|50.73|1|7|16.0|2|2017-10-01|C|
10633|M|blau|PUMA|50.73|1|7|16.0|1|2017-10-01|C|
10633|S|blau|PUMA|50.73|1|7|16.0|2|2017-10-01|C|
10635|L|weiss|Under Armour|38.03|15|24||2|2017-10-01||
10635|M|weiss|Under Armour|38.03|15|24||1|2017-10-01||
10635|S|weiss|Under Armour|38.03|15|24||1|2017-10-01||
10642|43|schwarz|Nike|380.93|1|2|39.0|2|2017-10-01|S|3.0
10642|44|schwarz|Nike|380.93|1|2|39.0|2|2017-10-01|S|4.0
10642|45|schwarz|Nike|380.93|1|2|39.0|1|2017-10-01|S|4.0
10645|2XL|weiss|adidas|29.14|1|7|21.0|32|2017-10-01|C|
10645|3XL|weiss|adidas|29.14|1|7|21.0|4|2017-10-01|C|
10645|L|weiss|adidas|29.14|1|7|21.0|10|2017-10-01|C|
10645|M|weiss|adidas|29.14|1|7|21.0|142|2017-10-01|C|
10645|S|weiss|adidas|29.14|1|7|21.0|29|2017-10-01|C|
10645|XL|weiss|adidas|29.14|1|7|21.0|21|2017-10-01|C|
10653|12 (41-45)|schwarz|Hummel|16.44|1|7|11.0|1|2017-10-01|A|3.0
10664|L|schwarz|Nike|95.18|9|10|14.0|2|2017-10-01|C|
10664|M|schwarz|Nike|95.18|9|10|14.0|2|2017-10-01|C|
10665|140|blau|adidas|25.33|1|7|25.0|1|2017-10-01|C|
10670|2XL|schwarz|adidas|50.73|1|7|28.0|1|2017-10-01|C|
10671|35|rot|Nike|63.43|1|37|5.0|2|2017-10-01|S|0.0
10671|35,5|rot|Nike|63.43|1|37|5.0|1|2017-10-01|S|0.0
10671|36|rot|Nike|63.43|1|37|5.0|1|2017-10-01|S|1.0
10675|L|schwarz|Hummel|63.43|1|7|14.0|1|2017-10-01|C|
10677|5 ( 43-46 )|weiss|Jako|12.63|1|7|13.0|10|2017-10-01|A|4.0
10680|L|grau|Under Armour|38.03|15|24||2|2017-10-01||
10681|41|weiss|Nike|152.33|9|18|32.0|1|2017-10-01|S|3.0
10682|L ( 152-158 )|gruen|Nike|22.79|1|7|8.0|2|2017-10-01|C|
10684|41|schwarz|Nike|120.58|9|18|32.0|1|2017-10-01|S|3.0
10686|L|grau|Nike|126.93|9|10|22.0|2|2017-10-01|C|
10686|M|grau|Nike|126.93|9|10|22.0|10|2017-10-01|C|
10686|S|grau|Nike|126.93|9|10|22.0|3|2017-10-01|C|
10686|XL|grau|Nike|126.93|9|10|22.0|2|2017-10-01|C|
10692|2XL|schwarz|adidas|25.33|1|7|25.0|1|2017-10-24|C|
10692|3XL|schwarz|adidas|25.33|1|7|25.0|1|2017-10-24|C|
10692|L|schwarz|adidas|25.33|1|7|25.0|1|2017-10-24|C|
10692|M|schwarz|adidas|25.33|1|7|25.0|5|2017-10-24|C|
10692|S|schwarz|adidas|25.33|1|7|25.0|1|2017-10-24|C|
10692|XL|schwarz|adidas|25.33|1|7|25.0|1|2017-10-24|C|
10706|L ( 152-158 )|schwarz|Nike|25.33|1|7|8.0|1|2017-10-01|C|
10706|M ( 140-152 )|schwarz|Nike|25.33|1|7|8.0|16|2017-10-01|C|
10706|S ( 128-140 )|schwarz|Nike|25.33|1|7|8.0|2|2017-10-01|C|
10706|XL ( 158-170 )|schwarz|Nike|25.33|1|7|8.0|14|2017-10-01|C|
10706|XS ( 116-128 )|schwarz|Nike|25.33|1|7|8.0|1|2017-10-01|C|
10707|2XL|rot|Nike|44.38|1|7|23.0|1|2017-10-01|C|
10707|L|rot|Nike|44.38|1|7|23.0|4|2017-10-01|C|
10707|M|rot|Nike|44.38|1|7|23.0|7|2017-10-01|C|
10707|S|rot|Nike|44.38|1|7|23.0|10|2017-10-01|C|
10707|XL|rot|Nike|44.38|1|7|23.0|2|2017-10-01|C|
10713|33|rot|Nike|88.83|1|37|3.0|1|2017-10-01|S|0.0
10713|33,5|rot|Nike|88.83|1|37|3.0|1|2017-10-01|S|0.0
10713|35|rot|Nike|88.83|1|37|3.0|2|2017-10-01|S|0.0
10713|35,5|rot|Nike|88.83|1|37|3.0|1|2017-10-01|S|0.0
10713|37,5|rot|Nike|88.83|1|37|3.0|2|2017-10-01|S|1.0
10713|38|rot|Nike|88.83|1|37|3.0|1|2017-10-01|S|1.0
10713|38,5|rot|Nike|88.83|1|37|3.0|2|2017-10-01|S|1.0
10714|M|orange|Nike|57.08|1|7|21.0|1|2017-10-01|C|
10715|39 1/3|gelb|adidas|380.93|1|2|3.0|1|2017-10-01|S|2.0
10715|40|gelb|adidas|380.93|1|2|3.0|2|2017-10-01|S|2.0
10715|40 2/3|gelb|adidas|380.93|1|2|3.0|2|2017-10-01|S|2.0
10715|41 1/3|gelb|adidas|380.93|1|2|3.0|3|2017-10-01|S|3.0
10715|42|gelb|adidas|380.93|1|2|3.0|1|2017-10-01|S|3.0
10715|42 2/3|gelb|adidas|380.93|1|2|3.0|5|2017-10-01|S|3.0
10715|43 1/3|gelb|adidas|380.93|1|2|3.0|4|2017-10-01|S|3.0
10715|44|gelb|adidas|380.93|1|2|3.0|2|2017-10-01|S|4.0
10715|44 2/3|gelb|adidas|380.93|1|2|3.0|1|2017-10-01|S|4.0
10715|45 1/3|gelb|adidas|380.93|1|2|3.0|1|2017-10-01|S|4.0
10715|46|gelb|adidas|380.93|1|2|3.0|1|2017-10-01|S|4.0
10717|2XL|gruen|PUMA|57.08|1|7|14.0|3|2017-10-01|C|
10717|XL|gruen|PUMA|57.08|1|7|14.0|1|2017-10-01|C|
10730|2XL|grau|adidas|50.73|1|7|14.0|2|2017-10-27|C|
10730|L|grau|adidas|50.73|1|7|14.0|8|2017-10-27|C|
10730|M|grau|adidas|50.73|1|7|14.0|6|2017-10-27|C|
10730|S|grau|adidas|50.73|1|7|14.0|1|2017-10-27|C|
10730|XL|grau|adidas|50.73|1|7|14.0|3|2017-10-27|C|
10730|XS|grau|adidas|50.73|1|7|14.0|4|2017-10-27|C|
10733|L ( 152-158 )|schwarz|Nike|114.23|1|7|20.0|1|2017-10-01|C|
10733|M ( 140-152 )|schwarz|Nike|114.23|1|7|20.0|1|2017-10-01|C|
10733|XL ( 158-170 )|schwarz|Nike|114.23|1|7|20.0|2|2017-10-01|C|
10736|L|gruen|Nike|50.73|1|7|22.0|2|2017-11-21|C|
10737|XL|schwarz|PUMA|63.43|1|7|28.0|1|2017-10-01|C|
10738|M|blau|PUMA|25.33|1|7|21.0|1|2017-10-01|C|
10742|43|grau|Nike|165.03|9|18|32.0|1|2017-10-01|S|3.0
10743|2XL|gelb|adidas|22.79|1|7|21.0|1|2017-10-01|C|
10743|L|gelb|adidas|22.79|1|7|21.0|3|2017-10-01|C|
10743|XL|gelb|adidas|22.79|1|7|21.0|1|2017-10-01|C|
10746|XL ( 158-170 )|grau|Nike|69.78|9|10|14.0|1|2017-10-01|C|
10748|2 ( 37-39 )|weiss|adidas|15.17|1|7|11.0|1|2017-10-01|A|1.0
10748|3 ( 40-42 )|weiss|adidas|15.17|1|7|11.0|1|2017-10-01|A|3.0
10748|4 ( 43-45 )|weiss|adidas|15.17|1|7|11.0|2|2017-10-01|A|4.0
10748|5 ( 46-48 )|weiss|adidas|15.17|1|7|11.0|5|2017-10-01|A|5.0
10750|43|khaki|Nike|209.48|9|18|32.0|1|2017-10-01|S|3.0
10752|L ( 152-158 )|pink|Nike|22.79|1|7|21.0|2|2017-10-01|C|
10752|XL ( 158-170 )|pink|Nike|22.79|1|7|21.0|1|2017-10-01|C|
10755|M|weiss|PUMA|25.33|1|7|8.0|3|2017-10-01|C|
10755|S|weiss|PUMA|25.33|1|7|8.0|1|2017-10-01|C|
10756|L ( 42-46 )|orange|Nike|12.63|1|7|13.0|16|2017-10-01|A|4.0
10756|M ( 38-42 )|orange|Nike|12.63|1|7|13.0|11|2017-10-01|A|3.0
10756|S ( 34-38 )|orange|Nike|12.63|1|7|13.0|7|2017-10-01|A|1.0
10759|2XL|blau|Nike|25.33|1|7|21.0|3|2017-10-01|C|
10759|L|blau|Nike|25.33|1|7|21.0|26|2017-10-01|C|
10759|M|blau|Nike|25.33|1|7|21.0|31|2017-10-01|C|
10759|S|blau|Nike|25.33|1|7|21.0|3|2017-10-01|C|
10759|XL|blau|Nike|25.33|1|7|21.0|1|2017-10-01|C|
10760|43 1/3|schwarz|adidas|114.23|1|2|5.0|1|2017-10-01|S|3.0
10760|44 2/3|schwarz|adidas|114.23|1|2|5.0|1|2017-10-01|S|4.0
10760|46 2/3|schwarz|adidas|114.23|1|2|5.0|1|2017-10-01|S|4.0
10760|47 1/3|schwarz|adidas|114.23|1|2|5.0|1|2017-10-01|S|5.0
10766|2 ( 37-39 )|gruen|adidas|16.44|1|7|13.0|1|2017-11-14|A|1.0
10766|3 ( 40-42 )|gruen|adidas|16.44|1|7|13.0|1|2017-11-14|A|3.0
10766|4 ( 43-45 )|gruen|adidas|16.44|1|7|13.0|7|2017-11-14|A|4.0
10766|5 ( 46-48 )|gruen|adidas|16.44|1|7|13.0|2|2017-11-14|A|5.0
10768|34|rot|Nike|88.83|1|37|39.0|1|2017-10-01|S|0.0
10768|36,5|rot|Nike|88.83|1|37|39.0|1|2017-10-01|S|1.0
