ps|all|Cluster_5|Cluster_9|remain5|remain9
11064 - 42|5|1|1|0.8|0.8
11064 - 44,5|8|1|1|0.875|0.875
11064 - 46|7|1|1|0.857142857142857|0.857142857142857
11067 - 152|7|1|1|0.857142857142857|0.857142857142857
11067 - 164|8|1|1|0.875|0.875
11071 - 152|5|1|1|0.8|0.8
11071 - 164|10|1|1|0.9|0.9
11073 - M|6|1|1|0.833333333333333|0.833333333333333
11075 - L|47|1|1|0.978723404255319|0.978723404255319
11075 - M|34|1|1|0.970588235294118|0.970588235294118
11075 - XL|29|1|1|0.96551724137931|0.96551724137931
11078 - 42 2/3|6|3|3|0.5|0.5
11078 - 43 1/3|5|3|3|0.4|0.4
11078 - 44 2/3|11|3|3|0.727272727272727|0.727272727272727
11078 - 45 1/3|8|3|3|0.625|0.625
11078 - 46|5|3|3|0.4|0.4
11078 - 48|5|1|7|0.8|-0.4
11089 - L|5|1|1|0.8|0.8
11091 - 42|9|1|1|0.888888888888889|0.888888888888889
11093 - 39 1/3|19|1|1|0.947368421052632|0.947368421052632
11093 - 43 1/3|54|1|1|0.981481481481482|0.981481481481482
11093 - 44 2/3|39|1|1|0.974358974358974|0.974358974358974
11093 - 45 1/3|37|1|1|0.972972972972973|0.972972972972973
11100 - 164|7|1|1|0.857142857142857|0.857142857142857
11101 - 2XL|6|1|1|0.833333333333333|0.833333333333333
11101 - L|57|1|1|0.982456140350877|0.982456140350877
11101 - M|53|1|1|0.981132075471698|0.981132075471698
11101 - S|22|1|1|0.954545454545455|0.954545454545455
11101 - XL|17|1|1|0.941176470588235|0.941176470588235
11106 - 3 ( 40-42 )|8|1|1|0.875|0.875
11106 - 4 ( 43-45 )|24|1|1|0.958333333333333|0.958333333333333
11106 - 5 ( 46-48 )|11|1|1|0.909090909090909|0.909090909090909
11144 - 42 2/3|9|1|1|0.888888888888889|0.888888888888889
11144 - 43 1/3|6|1|1|0.833333333333333|0.833333333333333
11144 - 44 2/3|7|1|1|0.857142857142857|0.857142857142857
11148 - M|8|1|1|0.875|0.875
11148 - XL|7|1|1|0.857142857142857|0.857142857142857
11154 - 42 2/3|4|1|1|0.75|0.75
11158 - 42,5|7|1|1|0.857142857142857|0.857142857142857
11166 - 36|4|1|1|0.75|0.75
11168 - L|12|1|1|0.916666666666667|0.916666666666667
11168 - M|11|1|1|0.909090909090909|0.909090909090909
11168 - XL|5|1|1|0.8|0.8
11172 - 2XL|8|1|1|0.875|0.875
11172 - L|45|1|1|0.977777777777778|0.977777777777778
11172 - M|45|1|1|0.977777777777778|0.977777777777778
11172 - S|33|1|1|0.96969696969697|0.96969696969697
11172 - XL|30|1|1|0.966666666666667|0.966666666666667
11173 - L|24|1|1|0.958333333333333|0.958333333333333
11173 - M|24|1|1|0.958333333333333|0.958333333333333
11173 - XL|10|1|1|0.9|0.9
11175 - 41 1/3|5|1|1|0.8|0.8
11175 - 43 1/3|6|1|1|0.833333333333333|0.833333333333333
11175 - 46|5|1|1|0.8|0.8
11175 - 47 1/3|4|1|1|0.75|0.75
11175 - 48|7|1|1|0.857142857142857|0.857142857142857
11181 - 43|6|3|2|0.5|0.666666666666667
11181 - 44|6|3|3|0.5|0.5
11181 - 44,5|8|3|3|0.625|0.625
11181 - 45|7|3|3|0.571428571428571|0.571428571428571
11183 - M|4|1|1|0.75|0.75
11187 - 2XL|5|1|1|0.8|0.8
11187 - L|8|1|1|0.875|0.875
11187 - M|18|1|1|0.944444444444444|0.944444444444444
11187 - S|7|1|1|0.857142857142857|0.857142857142857
11187 - XL|9|1|1|0.888888888888889|0.888888888888889
11193 - L|28|1|1|0.964285714285714|0.964285714285714
11193 - M|22|1|1|0.954545454545455|0.954545454545455
11196 - M|6|1|1|0.833333333333333|0.833333333333333
11198 - L|13|1|1|0.923076923076923|0.923076923076923
11198 - XL|10|1|1|0.9|0.9
11205 - L|32|1|1|0.96875|0.96875
11205 - M|46|1|1|0.978260869565217|0.978260869565217
11205 - S|14|1|1|0.928571428571429|0.928571428571429
11205 - XL|20|1|1|0.95|0.95
11215 - 42 2/3|10|1|1|0.9|0.9
11215 - 43 1/3|20|1|1|0.95|0.95
11215 - 44|14|1|1|0.928571428571429|0.928571428571429
11215 - 44 2/3|13|1|1|0.923076923076923|0.923076923076923
11215 - 45 1/3|15|1|1|0.933333333333333|0.933333333333333
11215 - 46|12|1|1|0.916666666666667|0.916666666666667
11221 - L|11|1|1|0.909090909090909|0.909090909090909
11221 - M|13|1|1|0.923076923076923|0.923076923076923
11221 - S|5|1|1|0.8|0.8
11221 - XL|8|1|1|0.875|0.875
11227 - 40|5|1|1|0.8|0.8
11227 - 41|4|1|1|0.75|0.75
11227 - 42|11|1|1|0.909090909090909|0.909090909090909
11227 - 42,5|6|1|1|0.833333333333333|0.833333333333333
11227 - 43|15|1|1|0.933333333333333|0.933333333333333
11227 - 44|12|1|1|0.916666666666667|0.916666666666667
11227 - 44,5|11|1|1|0.909090909090909|0.909090909090909
11227 - 45|5|1|1|0.8|0.8
11227 - 45,5|6|1|1|0.833333333333333|0.833333333333333
11227 - 46|4|1|1|0.75|0.75
11227 - 47|5|1|1|0.8|0.8
11227 - 47,5|4|1|1|0.75|0.75
11234 - 44 2/3|12|1|1|0.916666666666667|0.916666666666667
11234 - 45 1/3|8|1|1|0.875|0.875
11241 - 2XL|8|1|1|0.875|0.875
11241 - L|23|1|1|0.956521739130435|0.956521739130435
11241 - M|23|1|1|0.956521739130435|0.956521739130435
11241 - S|5|1|1|0.8|0.8
11241 - XL|23|1|1|0.956521739130435|0.956521739130435
11247 - 39|5|1|1|0.8|0.8
11247 - 40|11|1|1|0.909090909090909|0.909090909090909
11247 - 40,5|5|1|1|0.8|0.8
11247 - 41|7|1|1|0.857142857142857|0.857142857142857
11247 - 42|8|1|1|0.875|0.875
11247 - 42,5|5|1|1|0.8|0.8
11247 - 43|14|1|1|0.928571428571429|0.928571428571429
11247 - 44|8|1|1|0.875|0.875
11247 - 44,5|10|1|1|0.9|0.9
11247 - 45|10|1|1|0.9|0.9
11247 - 45,5|9|1|1|0.888888888888889|0.888888888888889
11247 - 47,5|6|1|1|0.833333333333333|0.833333333333333
11249 - L|6|1|1|0.833333333333333|0.833333333333333
11249 - S|5|1|1|0.8|0.8
11250 - 2XL|14|1|1|0.928571428571429|0.928571428571429
11250 - L|95|1|1|0.989473684210526|0.989473684210526
11250 - M|92|1|1|0.989130434782609|0.989130434782609
11250 - S|59|1|1|0.983050847457627|0.983050847457627
11250 - XL|48|1|1|0.979166666666667|0.979166666666667
11251 - 43 1/3|5|1|1|0.8|0.8
11252 - 116|13|1|1|0.923076923076923|0.923076923076923
11252 - 128|16|1|1|0.9375|0.9375
11252 - 140|43|1|1|0.976744186046512|0.976744186046512
11252 - 152|46|1|1|0.978260869565217|0.978260869565217
11252 - 164|65|1|1|0.984615384615385|0.984615384615385
11256 - L|48|1|1|0.979166666666667|0.979166666666667
11256 - M|56|1|1|0.982142857142857|0.982142857142857
11256 - S|10|1|1|0.9|0.9
11256 - XL|13|1|1|0.923076923076923|0.923076923076923
11257 - L|6|1|1|0.833333333333333|0.833333333333333
11257 - M|7|1|1|0.857142857142857|0.857142857142857
11260 - 2XL|11|1|1|0.909090909090909|0.909090909090909
11260 - L|66|1|1|0.984848484848485|0.984848484848485
11260 - M|69|1|1|0.985507246376812|0.985507246376812
11260 - S|33|1|1|0.96969696969697|0.96969696969697
11260 - XL|32|1|1|0.96875|0.96875
11266 - 46|6|1|1|0.833333333333333|0.833333333333333
11269 - 2 ( 37-39 )|21|1|1|0.952380952380952|0.952380952380952
11269 - 4 ( 43-45 )|14|1|1|0.928571428571429|0.928571428571429
11280 - 40|4|1|1|0.75|0.75
11286 - 2XL|4|1|1|0.75|0.75
11286 - L|5|1|1|0.8|0.8
11286 - XL|4|1|1|0.75|0.75
11293 - 2XL|25|1|1|0.96|0.96
11293 - L|67|1|1|0.985074626865672|0.985074626865672
11293 - M|58|1|1|0.982758620689655|0.982758620689655
11293 - S|19|1|1|0.947368421052632|0.947368421052632
11293 - XL|46|1|1|0.978260869565217|0.978260869565217
11295 - L|5|1|1|0.8|0.8
11299 - L|8|1|1|0.875|0.875
11299 - M|5|1|1|0.8|0.8
11299 - XL|5|1|1|0.8|0.8
11317 - 2XL|30|1|1|0.966666666666667|0.966666666666667
11317 - L|83|1|1|0.987951807228916|0.987951807228916
11317 - M|76|1|1|0.986842105263158|0.986842105263158
11317 - S|50|1|1|0.98|0.98
11317 - XL|52|1|1|0.980769230769231|0.980769230769231
11319 - M|12|1|1|0.916666666666667|0.916666666666667
11324 - L ( 152-158 )|17|1|1|0.941176470588235|0.941176470588235
11324 - M ( 140-152 )|17|1|1|0.941176470588235|0.941176470588235
11324 - S ( 128-140 )|9|1|1|0.888888888888889|0.888888888888889
11324 - XL ( 158-170 )|24|1|1|0.958333333333333|0.958333333333333
11329 - 43 1/3|8|1|1|0.875|0.875
11329 - 44|9|1|1|0.888888888888889|0.888888888888889
11329 - 44 2/3|13|1|1|0.923076923076923|0.923076923076923
11329 - 45 1/3|11|1|1|0.909090909090909|0.909090909090909
11329 - 46|8|1|1|0.875|0.875
11329 - 46 2/3|4|1|1|0.75|0.75
11330 - M ( 38/40 )|4|1|1|0.75|0.75
11332 - 42|7|1|1|0.857142857142857|0.857142857142857
11332 - 43|13|1|1|0.923076923076923|0.923076923076923
11332 - 45|8|1|1|0.875|0.875
11339 - L|18|1|1|0.944444444444444|0.944444444444444
11339 - M|23|1|1|0.956521739130435|0.956521739130435
11339 - S|8|1|1|0.875|0.875
11340 - L|5|1|1|0.8|0.8
11350 - L|9|1|1|0.888888888888889|0.888888888888889
11350 - M|15|1|1|0.933333333333333|0.933333333333333
11355 - 34|5|1|1|0.8|0.8
11355 - 36|6|1|1|0.833333333333333|0.833333333333333
11355 - 36,5|8|1|1|0.875|0.875
11355 - 37,5|11|1|1|0.909090909090909|0.909090909090909
11355 - 38|8|1|1|0.875|0.875
11356 - 140|4|1|1|0.75|0.75
11357 - L|17|1|1|0.941176470588235|0.941176470588235
11358 - 44|10|1|1|0.9|0.9
11364 - 39 1/3|5|1|1|0.8|0.8
11364 - 42 2/3|11|1|1|0.909090909090909|0.909090909090909
11364 - 43 1/3|8|1|1|0.875|0.875
11364 - 44 2/3|12|1|1|0.916666666666667|0.916666666666667
11368 - 2XL|8|1|1|0.875|0.875
11371 - 3 ( 39-42 )|8|1|1|0.875|0.875
11371 - 4 ( 43-46 )|9|1|1|0.888888888888889|0.888888888888889
11375 - 44,5|23|1|1|0.956521739130435|0.956521739130435
11375 - 45,5|4|1|1|0.75|0.75
11381 - 42|4|1|1|0.75|0.75
11381 - 43|6|1|2|0.833333333333333|0.666666666666667
11381 - 45|4|1|1|0.75|0.75
11381 - 46|6|1|2|0.833333333333333|0.666666666666667
11386 - XL ( 158-170 )|15|1|1|0.933333333333333|0.933333333333333
11391 - L|35|1|1|0.971428571428571|0.971428571428571
11391 - M|41|1|1|0.975609756097561|0.975609756097561
11391 - XL|18|1|1|0.944444444444444|0.944444444444444
11395 - L|46|1|1|0.978260869565217|0.978260869565217
11395 - M|49|1|1|0.979591836734694|0.979591836734694
11395 - XL|18|1|1|0.944444444444444|0.944444444444444
11410 - L|5|1|1|0.8|0.8
11410 - M|5|1|1|0.8|0.8
11411 - 3XL|5|1|1|0.8|0.8
11411 - L|42|1|1|0.976190476190476|0.976190476190476
11411 - M|54|1|1|0.981481481481482|0.981481481481482
11411 - S|31|1|1|0.967741935483871|0.967741935483871
11411 - XL|19|1|1|0.947368421052632|0.947368421052632
11418 - 2XL|11|1|1|0.909090909090909|0.909090909090909
11418 - S|9|1|1|0.888888888888889|0.888888888888889
11420 - 2XL|5|1|1|0.8|0.8
11420 - L|13|1|1|0.923076923076923|0.923076923076923
11422 - 3 (35-38 )|6|1|1|0.833333333333333|0.833333333333333
11422 - 5 ( 43-46 )|23|1|1|0.956521739130435|0.956521739130435
11425 - L ( 152-158 )|4|1|1|0.75|0.75
11426 - 2XL|15|1|1|0.933333333333333|0.933333333333333
11426 - S|49|1|1|0.979591836734694|0.979591836734694
11429 - L|4|1|1|0.75|0.75
11433 - 2XL|18|1|1|0.944444444444444|0.944444444444444
11433 - L|52|1|1|0.980769230769231|0.980769230769231
11433 - M|52|1|1|0.980769230769231|0.980769230769231
11433 - S|44|1|1|0.977272727272727|0.977272727272727
11433 - XL|35|1|1|0.971428571428571|0.971428571428571
11438 - L|8|1|1|0.875|0.875
11445 - M|7|1|1|0.857142857142857|0.857142857142857
11450 - M|13|1|1|0.923076923076923|0.923076923076923
11450 - S|8|1|1|0.875|0.875
11452 - 39|4|1|1|0.75|0.75
11452 - 40|4|1|1|0.75|0.75
11452 - 43|6|1|1|0.833333333333333|0.833333333333333
11452 - 45|4|1|1|0.75|0.75
11459 - 41|4|1|1|0.75|0.75
11463 - 35,5|5|1|1|0.8|0.8
11463 - 36,5|9|1|1|0.888888888888889|0.888888888888889
11463 - 37,5|16|1|1|0.9375|0.9375
11463 - 38|5|1|1|0.8|0.8
11466 - XL ( 158-170 )|9|1|1|0.888888888888889|0.888888888888889
11472 - 1 ( 34-36 )|15|1|1|0.933333333333333|0.933333333333333
11472 - 2 ( 37-39 )|19|1|1|0.947368421052632|0.947368421052632
11472 - 3 ( 40-42 )|27|1|1|0.962962962962963|0.962962962962963
11472 - 4 ( 43-45 )|57|1|1|0.982456140350877|0.982456140350877
11472 - 5 ( 46-48 )|21|1|1|0.952380952380952|0.952380952380952
11475 - 2XL|7|1|1|0.857142857142857|0.857142857142857
11475 - L|58|1|1|0.982758620689655|0.982758620689655
11475 - M|52|1|1|0.980769230769231|0.980769230769231
11475 - S|34|1|1|0.970588235294118|0.970588235294118
11475 - XL|27|1|1|0.962962962962963|0.962962962962963
11480 - 140|7|1|1|0.857142857142857|0.857142857142857
11480 - 152|10|1|1|0.9|0.9
11480 - 164|12|1|1|0.916666666666667|0.916666666666667
11480 - 176|13|1|1|0.923076923076923|0.923076923076923
11505 - L|12|1|1|0.916666666666667|0.916666666666667
11505 - M|8|2|2|0.75|0.75
11505 - XL|9|1|1|0.888888888888889|0.888888888888889
11507 - M|4|1|1|0.75|0.75
11509 - 2 ( 37-39 )|5|1|1|0.8|0.8
11509 - 4 ( 43-45 )|18|1|1|0.944444444444444|0.944444444444444
11510 - 32|4|1|1|0.75|0.75
11510 - 35,5|6|1|1|0.833333333333333|0.833333333333333
11510 - 36|12|1|1|0.916666666666667|0.916666666666667
11512 - 39|4|1|1|0.75|0.75
11512 - 41|5|1|1|0.8|0.8
11512 - 42|5|1|1|0.8|0.8
11512 - 43|8|1|1|0.875|0.875
11512 - 44|9|1|1|0.888888888888889|0.888888888888889
11512 - 45|6|1|1|0.833333333333333|0.833333333333333
11514 - M|4|1|1|0.75|0.75
11514 - XL|5|1|1|0.8|0.8
11523 - L ( 152-158 )|53|1|1|0.981132075471698|0.981132075471698
11523 - M ( 140-152 )|28|1|1|0.964285714285714|0.964285714285714
11523 - S ( 128-140 )|17|1|1|0.941176470588235|0.941176470588235
11523 - XL ( 158-170 )|26|1|1|0.961538461538462|0.961538461538462
11528 - 164|4|1|1|0.75|0.75
11535 - 39|8|1|1|0.875|0.875
11535 - 43|18|1|1|0.944444444444444|0.944444444444444
11535 - 44|21|1|1|0.952380952380952|0.952380952380952
11535 - 44,5|21|1|1|0.952380952380952|0.952380952380952
11535 - 45|19|1|1|0.947368421052632|0.947368421052632
11535 - 45,5|16|1|1|0.9375|0.9375
11535 - 46|16|1|1|0.9375|0.9375
11535 - 47,5|6|1|1|0.833333333333333|0.833333333333333
11539 - M|5|1|1|0.8|0.8
11541 - 164|5|1|1|0.8|0.8
11544 - 40|4|1|1|0.75|0.75
11546 - 42,5|11|1|1|0.909090909090909|0.909090909090909
11546 - 44,5|6|1|1|0.833333333333333|0.833333333333333
11572 - 2XL|4|1|1|0.75|0.75
11572 - L|9|1|1|0.888888888888889|0.888888888888889
11572 - M|15|1|1|0.933333333333333|0.933333333333333
11572 - S|7|1|1|0.857142857142857|0.857142857142857
11572 - XL|5|1|1|0.8|0.8
11580 - M|4|1|1|0.75|0.75
11581 - 128|13|1|1|0.923076923076923|0.923076923076923
11581 - 140|23|1|1|0.956521739130435|0.956521739130435
11581 - 152|44|1|1|0.977272727272727|0.977272727272727
11581 - 164|48|1|1|0.979166666666667|0.979166666666667
11582 - 140|46|1|1|0.978260869565217|0.978260869565217
11582 - 152|40|1|1|0.975|0.975
11582 - 164|46|1|1|0.978260869565217|0.978260869565217
11582 - 176|59|1|1|0.983050847457627|0.983050847457627
11583 - 2XL|28|1|1|0.964285714285714|0.964285714285714
11583 - L|84|1|1|0.988095238095238|0.988095238095238
11583 - M|83|1|1|0.987951807228916|0.987951807228916
11583 - S|59|1|1|0.983050847457627|0.983050847457627
11583 - XL|52|1|1|0.980769230769231|0.980769230769231
11584 - M ( 140-152 )|18|1|1|0.944444444444444|0.944444444444444
11584 - XL ( 158-170 )|40|1|1|0.975|0.975
11595 - L|10|1|1|0.9|0.9
11595 - M|9|1|1|0.888888888888889|0.888888888888889
11600 - 40,5|5|1|1|0.8|0.8
11600 - 42,5|7|1|1|0.857142857142857|0.857142857142857
11600 - 43|10|1|1|0.9|0.9
11600 - 44|11|1|1|0.909090909090909|0.909090909090909
11600 - 44,5|13|1|1|0.923076923076923|0.923076923076923
11604 - 2XL|24|1|1|0.958333333333333|0.958333333333333
11604 - L|64|1|1|0.984375|0.984375
11604 - M|68|1|1|0.985294117647059|0.985294117647059
11604 - S|78|1|1|0.987179487179487|0.987179487179487
11605 - 42|6|1|1|0.833333333333333|0.833333333333333
11605 - 42 2/3|20|1|1|0.95|0.95
11605 - 44|18|1|1|0.944444444444444|0.944444444444444
11605 - 44 2/3|23|1|1|0.956521739130435|0.956521739130435
11607 - L|22|1|1|0.954545454545455|0.954545454545455
11607 - M|22|1|1|0.954545454545455|0.954545454545455
11607 - S|10|1|1|0.9|0.9
11607 - XL|14|1|1|0.928571428571429|0.928571428571429
11613 - 140|4|1|1|0.75|0.75
11614 - 2XL|7|1|1|0.857142857142857|0.857142857142857
11614 - L|57|1|1|0.982456140350877|0.982456140350877
11614 - M|61|1|1|0.983606557377049|0.983606557377049
11614 - S|42|1|1|0.976190476190476|0.976190476190476
11614 - XL|32|1|1|0.96875|0.96875
11619 - 39|5|1|1|0.8|0.8
11619 - 40|7|1|1|0.857142857142857|0.857142857142857
11619 - 40,5|9|1|1|0.888888888888889|0.888888888888889
11619 - 41|7|1|1|0.857142857142857|0.857142857142857
11619 - 42|10|1|1|0.9|0.9
11619 - 42,5|9|1|1|0.888888888888889|0.888888888888889
11619 - 43|10|1|1|0.9|0.9
11619 - 44|13|1|1|0.923076923076923|0.923076923076923
11619 - 44,5|10|1|1|0.9|0.9
11619 - 45|9|1|1|0.888888888888889|0.888888888888889
11619 - 45,5|8|1|1|0.875|0.875
11621 - 5 ( 43-46 )|5|1|1|0.8|0.8
11629 - 2XL|7|1|1|0.857142857142857|0.857142857142857
11630 - 42|6|1|1|0.833333333333333|0.833333333333333
11630 - 44,5|8|1|1|0.875|0.875
11637 - M ( 38-42 )|7|2|1|0.714285714285714|0.857142857142857
11651 - 40 2/3|5|1|1|0.8|0.8
11651 - 43 1/3|15|1|1|0.933333333333333|0.933333333333333
11651 - 44 2/3|10|1|1|0.9|0.9
11651 - 45 1/3|8|1|1|0.875|0.875
11651 - 46 2/3|5|1|1|0.8|0.8
11652 - M|4|1|1|0.75|0.75
11656 - 40,5|5|3|3|0.4|0.4
11656 - 41|8|3|3|0.625|0.625
11656 - 42|12|3|2|0.75|0.833333333333333
11656 - 44,5|11|3|3|0.727272727272727|0.727272727272727
11656 - 47|10|29|62|-1.9|-5.2
11657 - 43|16|1|1|0.9375|0.9375
11669 - 2XL|26|1|1|0.961538461538462|0.961538461538462
11669 - 2XL/T|5|1|1|0.8|0.8
11669 - 3XL|18|1|1|0.944444444444444|0.944444444444444
11669 - L|83|1|1|0.987951807228916|0.987951807228916
11669 - M|18|1|1|0.944444444444444|0.944444444444444
11669 - S|46|1|1|0.978260869565217|0.978260869565217
11669 - XL|48|1|1|0.979166666666667|0.979166666666667
11669 - XS|14|1|1|0.928571428571429|0.928571428571429
11671 - 39|4|1|1|0.75|0.75
11672 - L ( 152-158 )|7|1|1|0.857142857142857|0.857142857142857
11672 - M ( 140-152 )|4|1|1|0.75|0.75
11672 - XL ( 158-170 )|12|1|1|0.916666666666667|0.916666666666667
11679 - 36,5|4|1|1|0.75|0.75
11681 - 37,5|5|1|1|0.8|0.8
11681 - 38,5|4|1|1|0.75|0.75
11683 - 41|4|1|1|0.75|0.75
11683 - 42,5|8|1|1|0.875|0.875
11683 - 44,5|6|1|1|0.833333333333333|0.833333333333333
11683 - 45,5|4|3|3|0.25|0.25
11689 - 43|4|1|1|0.75|0.75
11689 - 44|6|1|1|0.833333333333333|0.833333333333333
11689 - 44,5|5|1|1|0.8|0.8
11689 - 45|8|1|1|0.875|0.875
11689 - 46|8|1|1|0.875|0.875
11690 - S ( 128-140 )|7|1|1|0.857142857142857|0.857142857142857
11690 - XS ( 116-128 )|6|1|1|0.833333333333333|0.833333333333333
11699 - 45|6|1|1|0.833333333333333|0.833333333333333
11702 - 4 ( 43-46 )|4|1|1|0.75|0.75
11706 - 2XL|6|1|1|0.833333333333333|0.833333333333333
11706 - 3XL|4|1|1|0.75|0.75
11706 - L|36|1|1|0.972222222222222|0.972222222222222
11706 - M|45|1|1|0.977777777777778|0.977777777777778
11706 - S|25|1|1|0.96|0.96
11706 - XL|25|1|1|0.96|0.96
11708 - XL ( 158-170 )|12|1|1|0.916666666666667|0.916666666666667
11723 - M|4|1|1|0.75|0.75
11725 - 41 1/3|25|1|1|0.96|0.96
11725 - 42|28|1|1|0.964285714285714|0.964285714285714
11725 - 42 2/3|36|1|1|0.972222222222222|0.972222222222222
11725 - 43 1/3|33|1|1|0.96969696969697|0.96969696969697
11725 - 44|39|1|1|0.974358974358974|0.974358974358974
11725 - 44 2/3|32|1|1|0.96875|0.96875
11725 - 45 1/3|28|1|1|0.964285714285714|0.964285714285714
11725 - 46|20|1|1|0.95|0.95
11725 - 46 2/3|20|1|1|0.95|0.95
11727 - L ( 40/42 )|10|1|1|0.9|0.9
11727 - M ( 38/40 )|12|1|1|0.916666666666667|0.916666666666667
11727 - S ( 34/36 )|18|1|1|0.944444444444444|0.944444444444444
11733 - 2XL|16|1|1|0.9375|0.9375
11734 - 37 1/3|4|1|1|0.75|0.75
11738 - M|10|1|1|0.9|0.9
11738 - S|6|1|1|0.833333333333333|0.833333333333333
11739 - L|35|1|1|0.971428571428571|0.971428571428571
11739 - M|50|1|1|0.98|0.98
11739 - XL|15|1|1|0.933333333333333|0.933333333333333
11749 - 42|4|1|1|0.75|0.75
11749 - 44|9|1|1|0.888888888888889|0.888888888888889
11754 - S ( 34/36 )|6|1|1|0.833333333333333|0.833333333333333
11757 - 2XL|4|1|1|0.75|0.75
11757 - L|40|1|1|0.975|0.975
11757 - M|54|1|1|0.981481481481482|0.981481481481482
11757 - S|19|1|1|0.947368421052632|0.947368421052632
11757 - XL|21|1|1|0.952380952380952|0.952380952380952
11758 - M|9|1|1|0.888888888888889|0.888888888888889
11758 - S|5|1|1|0.8|0.8
11762 - 2XL|9|1|1|0.888888888888889|0.888888888888889
11762 - L|64|1|1|0.984375|0.984375
11762 - M|50|1|1|0.98|0.98
11762 - S|36|1|1|0.972222222222222|0.972222222222222
11762 - XL|19|1|1|0.947368421052632|0.947368421052632
11768 - L|9|1|1|0.888888888888889|0.888888888888889
11768 - M|21|1|1|0.952380952380952|0.952380952380952
11768 - S|14|1|1|0.928571428571429|0.928571428571429
11779 - L|11|1|1|0.909090909090909|0.909090909090909
11779 - M|14|1|1|0.928571428571429|0.928571428571429
11779 - XL|6|1|1|0.833333333333333|0.833333333333333
11781 - 41|10|1|1|0.9|0.9
11781 - 44|8|1|1|0.875|0.875
11784 - 41|5|1|1|0.8|0.8
11784 - 42,5|10|1|1|0.9|0.9
11784 - 43|9|1|1|0.888888888888889|0.888888888888889
11784 - 44,5|8|1|1|0.875|0.875
11787 - 41|6|1|1|0.833333333333333|0.833333333333333
11788 - L|4|1|1|0.75|0.75
11793 - 44,5|12|1|1|0.916666666666667|0.916666666666667
11793 - 45|9|1|1|0.888888888888889|0.888888888888889
11802 - L|4|1|1|0.75|0.75
11803 - 140/152|42|1|1|0.976190476190476|0.976190476190476
11803 - 164/176|53|1|1|0.981132075471698|0.981132075471698
11806 - S ( 34/36 )|12|1|1|0.916666666666667|0.916666666666667
11806 - XL ( 44/46 )|4|1|1|0.75|0.75
11809 - 2XL|4|1|1|0.75|0.75
11809 - L|54|1|1|0.981481481481482|0.981481481481482
11809 - M|55|1|1|0.981818181818182|0.981818181818182
11809 - XL|28|1|1|0.964285714285714|0.964285714285714
11810 - L|76|1|1|0.986842105263158|0.986842105263158
11810 - M|88|1|1|0.988636363636364|0.988636363636364
11810 - S|71|1|1|0.985915492957746|0.985915492957746
11810 - XL|52|1|1|0.980769230769231|0.980769230769231
11817 - 40 2/3|6|1|1|0.833333333333333|0.833333333333333
11817 - 41 1/3|10|1|1|0.9|0.9
11817 - 42|8|1|1|0.875|0.875
11817 - 42 2/3|20|1|1|0.95|0.95
11817 - 43 1/3|17|1|1|0.941176470588235|0.941176470588235
11817 - 44|23|1|1|0.956521739130435|0.956521739130435
11817 - 44 2/3|25|1|1|0.96|0.96
11817 - 45 1/3|16|1|1|0.9375|0.9375
11817 - 46|11|1|1|0.909090909090909|0.909090909090909
11817 - 46 2/3|5|1|1|0.8|0.8
11817 - 47 1/3|10|1|1|0.9|0.9
11822 - M ( 140-152 )|6|1|1|0.833333333333333|0.833333333333333
11826 - L|6|1|1|0.833333333333333|0.833333333333333
11826 - M|5|1|1|0.8|0.8
11826 - S|9|1|1|0.888888888888889|0.888888888888889
11826 - XL|4|1|1|0.75|0.75
11835 - L|5|1|1|0.8|0.8
11860 - L ( 42-46 )|82|3|3|0.963414634146341|0.963414634146341
11860 - M ( 38-42 )|73|2|2|0.972602739726027|0.972602739726027
11860 - S ( 34-38 )|24|2|2|0.916666666666667|0.916666666666667
11860 - XL (46-50 )|23|1|2|0.956521739130435|0.91304347826087
11866 - 40|7|1|2|0.857142857142857|0.714285714285714
11866 - 40 2/3|9|1|1|0.888888888888889|0.888888888888889
